timestamp_ms,x,y,pupil,valid,marker,event_label,label,trial
0.0,276.034,300.662,3.236,True,baseline_start,fixation,fixation,0
8.333,286.979,301.755,3.332,True,,fixation,fixation,0
16.667,278.44,300.836,3.334,True,,fixation,fixation,0
25.0,278.87,301.98,3.381,True,,fixation,fixation,0
33.333,279.679,299.765,3.36,True,,fixation,fixation,0
41.667,276.93,298.89,3.383,True,,fixation,fixation,0
50.0,279.348,296.22,3.321,True,,fixation,fixation,0
58.333,283.283,299.361,3.341,True,,fixation,fixation,0
66.667,283.209,305.018,3.307,True,,fixation,fixation,0
75.0,286.741,296.617,3.36,True,,fixation,fixation,0
83.333,274.152,303.717,3.4,True,,fixation,fixation,0
91.667,285.689,297.565,3.391,True,,fixation,fixation,0
100.0,277.405,298.742,3.38,True,,fixation,fixation,0
108.333,284.384,300.562,3.312,True,,fixation,fixation,0
116.667,275.871,303.972,3.386,True,,fixation,fixation,0
125.0,283.599,306.005,3.301,True,,fixation,fixation,0
133.333,292.797,308.665,3.447,True,,fixation,fixation,0
141.667,284.136,298.174,3.41,True,,fixation,fixation,0
150.0,277.787,299.94,3.333,True,,fixation,fixation,0
158.333,281.419,303.542,3.317,True,,fixation,fixation,0
166.667,275.073,297.242,3.292,True,,fixation,fixation,0
175.0,272.844,297.489,3.428,True,,fixation,fixation,0
183.333,277.033,300.707,3.277,True,,fixation,fixation,0
191.667,280.848,295.213,3.308,True,,fixation,fixation,0
200.0,291.273,298.397,3.417,True,,fixation,fixation,0
208.333,282.275,299.579,3.311,True,,fixation,fixation,0
216.667,286.435,299.512,3.442,True,,fixation,fixation,0
225.0,276.405,300.158,3.378,True,,fixation,fixation,0
233.333,281.866,296.607,3.31,True,,fixation,fixation,0
241.667,279.02,297.652,3.391,True,,fixation,fixation,0
250.0,282.94,294.618,3.242,True,,fixation,fixation,0
258.333,273.592,300.322,3.472,True,,fixation,fixation,0
266.667,278.088,300.689,3.286,True,,fixation,fixation,0
275.0,274.766,294.618,3.348,True,,fixation,fixation,0
283.333,284.736,299.019,3.434,True,,fixation,fixation,0
291.667,280.989,299.9,3.381,True,,fixation,fixation,0
300.0,282.437,303.156,3.302,True,,fixation,fixation,0
308.333,268.56,300.316,3.313,True,,fixation,fixation,0
316.667,279.864,304.577,3.284,True,,fixation,fixation,0
325.0,283.824,302.601,3.378,True,,fixation,fixation,0
333.333,285.593,298.74,3.309,True,,fixation,fixation,0
341.667,285.195,301.981,3.433,True,,fixation,fixation,0
350.0,281.061,304.465,3.333,True,,fixation,fixation,0
358.333,274.698,294.398,3.284,True,,fixation,fixation,0
366.667,284.093,295.971,3.323,True,,fixation,fixation,0
375.0,290.533,302.329,3.457,True,,fixation,fixation,0
383.333,275.042,293.235,3.441,True,,fixation,fixation,0
391.667,272.915,300.25,3.363,True,,fixation,fixation,0
400.0,275.256,304.27,3.443,True,,fixation,fixation,0
408.333,282.757,299.919,3.361,True,,fixation,fixation,0
416.667,274.52,299.343,3.344,True,,fixation,fixation,0
425.0,275.739,302.335,3.264,True,,fixation,fixation,0
433.333,277.733,293.805,3.38,True,,fixation,fixation,0
441.667,283.713,301.709,3.525,True,,fixation,fixation,0
450.0,284.699,297.41,3.51,True,,fixation,fixation,0
458.333,275.398,302.169,3.395,True,,fixation,fixation,0
466.667,275.601,303.837,3.371,True,,fixation,fixation,0
475.0,282.855,298.142,3.428,True,,fixation,fixation,0
483.333,275.695,295.107,3.436,True,,fixation,fixation,0
491.667,277.866,300.119,3.465,True,,fixation,fixation,0
500.0,285.682,301.74,3.414,True,,fixation,fixation,0
508.333,276.362,302.071,3.417,True,,fixation,fixation,0
516.667,283.777,299.439,3.125,True,,fixation,fixation,0
525.0,282.787,300.316,3.328,True,,fixation,fixation,0
533.333,283.89,300.731,3.362,True,,fixation,fixation,0
541.667,272.582,295.987,3.372,True,,fixation,fixation,0
550.0,280.38,300.382,3.36,True,,fixation,fixation,0
558.333,282.057,300.099,3.359,True,,fixation,fixation,0
566.667,281.281,302.556,3.319,True,,fixation,fixation,0
575.0,283.932,301.75,3.356,True,,fixation,fixation,0
583.333,277.624,301.015,3.402,True,,fixation,fixation,0
591.667,274.625,300.171,3.354,True,,fixation,fixation,0
600.0,276.694,298.297,3.257,True,,fixation,fixation,0
608.333,274.484,295.772,3.313,True,,fixation,fixation,0
616.667,277.2,298.511,3.372,True,,fixation,fixation,0
625.0,279.062,297.995,3.307,True,,fixation,fixation,0
633.333,274.342,299.461,3.337,True,,fixation,fixation,0
641.667,288.115,304.219,3.439,True,,fixation,fixation,0
650.0,290.396,296.653,3.39,True,,fixation,fixation,0
658.333,283.805,301.31,3.478,True,,fixation,fixation,0
666.667,292.689,302.693,3.389,True,,fixation,fixation,0
675.0,274.388,296.919,3.392,True,,fixation,fixation,0
683.333,279.622,296.341,3.343,True,,fixation,fixation,0
691.667,281.8,302.574,3.344,True,,fixation,fixation,0
700.0,278.654,300.017,3.36,True,,fixation,fixation,0
708.333,274.184,302.292,3.481,True,,fixation,fixation,0
716.667,284.071,296.017,3.356,True,,fixation,fixation,0
725.0,271.172,294.97,3.39,True,,fixation,fixation,0
733.333,280.388,298.11,3.225,True,,fixation,fixation,0
741.667,273.655,300.446,3.352,True,,fixation,fixation,0
750.0,283.449,304.189,3.33,True,,fixation,fixation,0
758.333,282.345,299.621,3.32,True,,fixation,fixation,0
766.667,278.776,302.642,3.288,True,,fixation,fixation,0
775.0,285.705,304.063,3.352,True,,fixation,fixation,0
783.333,281.275,296.118,3.492,True,,fixation,fixation,0
791.667,284.894,300.474,3.353,True,,fixation,fixation,0
800.0,362.255,298.209,3.367,True,baseline_end,fixation,fixation,0
808.333,355.382,301.368,3.309,True,,fixation,fixation,0
816.667,364.478,299.669,3.366,True,,fixation,fixation,0
825.0,374.804,302.212,3.366,True,,fixation,fixation,0
833.333,360.222,297.142,3.415,True,,fixation,fixation,0
841.667,368.012,300.177,3.451,True,,fixation,fixation,0
850.0,359.439,295.124,3.311,True,,fixation,fixation,0
858.333,354.715,299.245,3.388,True,,fixation,fixation,0
866.667,355.355,299.779,3.362,True,,fixation,fixation,0
875.0,356.335,297.499,3.355,True,,fixation,fixation,0
883.333,364.362,298.341,3.305,True,,fixation,fixation,0
891.667,359.294,300.797,3.317,True,,fixation,fixation,0
900.0,358.329,299.364,3.285,True,,fixation,fixation,0
908.333,359.112,298.46,3.445,True,,fixation,fixation,0
916.667,357.413,301.257,3.373,True,,fixation,fixation,0
925.0,354.41,296.565,3.323,True,,fixation,fixation,0
933.333,363.313,298.424,3.311,True,,fixation,fixation,0
941.667,345.499,298.909,3.369,True,,fixation,fixation,0
950.0,362.223,301.18,3.33,True,,fixation,fixation,0
958.333,358.864,302.289,3.342,True,,fixation,fixation,0
966.667,348.485,302.805,3.285,True,,fixation,fixation,0
975.0,366.876,304.659,3.396,True,,fixation,fixation,0
983.333,364.521,305.109,3.284,True,,fixation,fixation,0
991.667,361.269,300.657,3.292,True,,fixation,fixation,0
1000.0,370.059,298.403,3.306,True,,fixation,fixation,0
1008.333,361.339,302.836,3.314,True,,fixation,fixation,0
1016.667,357.002,301.386,3.264,True,,fixation,fixation,0
1025.0,356.137,297.695,3.324,True,,fixation,fixation,0
1033.333,359.289,305.072,3.404,True,,fixation,fixation,0
1041.667,360.112,299.382,3.402,True,,fixation,fixation,0
1050.0,362.142,302.451,3.433,True,,fixation,fixation,0
1058.333,354.959,293.805,3.349,True,,fixation,fixation,0
1066.667,360.397,300.789,3.314,True,,fixation,fixation,0
1075.0,358.837,301.537,3.387,True,,fixation,fixation,0
1083.333,366.655,294.043,3.251,True,,fixation,fixation,0
1091.667,367.31,301.673,3.398,True,,fixation,fixation,0
1100.0,358.576,298.696,3.362,True,,fixation,fixation,0
1108.333,355.301,295.792,3.283,True,,fixation,fixation,0
1116.667,360.583,301.752,3.449,True,,fixation,fixation,0
1125.0,361.859,301.299,3.451,True,,fixation,fixation,0
1133.333,356.117,297.362,3.318,True,,fixation,fixation,0
1141.667,359.519,305.564,3.329,True,,fixation,fixation,0
1150.0,366.536,298.7,3.379,True,,fixation,fixation,0
1158.333,363.407,301.466,3.395,True,,fixation,fixation,0
1166.667,356.555,304.004,3.409,True,,fixation,fixation,0
1175.0,356.491,301.391,3.286,True,,fixation,fixation,0
1183.333,360.475,296.78,3.393,True,,fixation,fixation,0
1191.667,374.822,304.045,3.394,True,,fixation,fixation,0
1200.0,355.486,301.046,3.421,True,,fixation,fixation,0
1208.333,359.558,300.356,3.248,True,,fixation,fixation,0
1216.667,355.723,294.917,3.465,True,,fixation,fixation,0
1225.0,362.363,301.993,3.338,True,,fixation,fixation,0
1233.333,352.697,300.484,3.312,True,,fixation,fixation,0
1241.667,355.151,300.152,3.357,True,,fixation,fixation,0
1250.0,400.0,305.0,3.345,True,trial1_start,saccade,saccade,1
1258.333,440.0,310.0,3.327,True,,saccade,saccade,1
1266.667,480.0,315.0,3.32,True,,saccade,saccade,1
1275.0,520.0,320.0,3.35,True,,saccade,saccade,1
1283.333,526.112,315.588,3.311,True,cue_A,fixation,fixation,1
1291.667,519.188,319.563,3.314,True,,fixation,fixation,1
1300.0,529.643,321.099,3.291,True,,fixation,fixation,1
1308.333,510.589,319.527,3.439,True,,fixation,fixation,1
1316.667,520.964,313.631,3.267,True,,fixation,fixation,1
1325.0,520.615,322.936,3.358,True,,fixation,fixation,1
1333.333,520.746,322.951,3.425,True,,fixation,fixation,1
1341.667,516.617,321.205,3.293,True,,fixation,fixation,1
1350.0,514.617,321.618,3.265,True,,fixation,fixation,1
1358.333,520.849,320.864,3.402,True,,fixation,fixation,1
1366.667,514.248,321.047,3.342,True,,fixation,fixation,1
1375.0,527.43,317.957,3.283,True,,fixation,fixation,1
1383.333,522.501,317.647,3.272,True,,fixation,fixation,1
1391.667,524.55,321.184,3.163,True,,fixation,fixation,1
1400.0,515.395,316.953,3.389,True,,fixation,fixation,1
1408.333,527.363,325.66,3.392,True,,fixation,fixation,1
1416.667,514.52,316.889,3.293,True,,fixation,fixation,1
1425.0,522.447,323.48,3.235,True,,fixation,fixation,1
1433.333,523.046,322.552,3.369,True,,fixation,fixation,1
1441.667,536.181,321.472,3.352,True,,fixation,fixation,1
1450.0,523.053,318.504,3.284,True,,fixation,fixation,1
1458.333,522.111,323.172,3.336,True,,fixation,fixation,1
1466.667,524.629,318.967,3.448,True,,fixation,fixation,1
1475.0,521.074,321.469,3.396,True,,fixation,fixation,1
1483.333,513.24,319.499,3.46,True,,fixation,fixation,1
1491.667,520.182,323.857,3.403,True,,fixation,fixation,1
1500.0,510.861,321.945,3.285,True,,fixation,fixation,1
1508.333,521.306,318.857,3.351,True,,fixation,fixation,1
1516.667,519.646,320.667,3.323,True,,fixation,fixation,1
1525.0,513.245,317.223,3.405,True,,fixation,fixation,1
1533.333,528.622,320.64,3.401,True,,fixation,fixation,1
1541.667,524.884,316.244,3.238,True,,fixation,fixation,1
1550.0,519.744,314.796,3.334,True,,fixation,fixation,1
1558.333,512.609,318.284,3.305,True,,fixation,fixation,1
1566.667,522.6,318.22,3.281,True,,fixation,fixation,1
1575.0,520.244,328.16,3.38,True,,fixation,fixation,1
1583.333,510.275,320.251,3.504,True,,fixation,fixation,1
1591.667,520.846,323.522,3.417,True,,fixation,fixation,1
1600.0,525.942,322.89,3.367,True,,fixation,fixation,1
1608.333,519.078,319.234,3.357,True,,fixation,fixation,1
1616.667,522.135,316.492,3.333,True,,fixation,fixation,1
1625.0,519.797,320.297,3.331,True,,fixation,fixation,1
1633.333,524.032,319.714,3.327,True,,fixation,fixation,1
1641.667,513.816,317.862,3.364,True,,fixation,fixation,1
1650.0,520.596,314.394,3.405,True,,fixation,fixation,1
1658.333,516.487,317.52,3.417,True,,fixation,fixation,1
1666.667,525.817,318.044,3.329,True,,fixation,fixation,1
1675.0,513.88,322.239,3.404,True,,fixation,fixation,1
1683.333,517.806,323.827,3.405,True,,fixation,fixation,1
1691.667,519.381,321.984,3.251,True,,fixation,fixation,1
1700.0,518.686,320.692,3.349,True,,fixation,fixation,1
1708.333,530.25,320.854,3.372,True,,fixation,fixation,1
1716.667,513.36,319.484,3.303,True,,fixation,fixation,1
1725.0,531.744,318.857,3.357,True,,fixation,fixation,1
1733.333,526.079,321.806,3.265,True,,fixation,fixation,1
1741.667,523.193,321.953,3.339,True,,fixation,fixation,1
1750.0,522.321,320.288,3.267,True,,fixation,fixation,1
1758.333,517.183,320.057,3.315,True,,fixation,fixation,1
1766.667,522.695,322.755,3.366,True,,fixation,fixation,1
1775.0,518.137,323.748,3.358,True,,fixation,fixation,1
1783.333,521.768,317.901,3.337,True,,fixation,fixation,1
1791.667,524.991,322.045,3.339,True,,fixation,fixation,1
1800.0,,,,False,blink_1,blink,blink,1
1808.333,,,,False,,blink,blink,1
1816.667,,,,False,,blink,blink,1
1825.0,,,,False,,blink,blink,1
1833.333,,,,False,,blink,blink,1
1841.667,,,,False,,blink,blink,1
1850.0,,,,False,,blink,blink,1
1858.333,,,,False,,blink,blink,1
1866.667,,,,False,,blink,blink,1
1875.0,,,,False,,blink,blink,1
1883.333,,,,False,,blink,blink,1
1891.667,,,,False,,blink,blink,1
1900.0,,,,False,,blink,blink,1
1908.333,560.041,336.547,3.294,True,pre_response_A,fixation,fixation,1
1916.667,559.073,334.593,3.267,True,,fixation,fixation,1
1925.0,560.761,335.605,3.262,True,,fixation,fixation,1
1933.333,556.025,335.761,3.177,True,,fixation,fixation,1
1941.667,560.92,336.733,3.389,True,,fixation,fixation,1
1950.0,557.024,332.087,3.388,True,,fixation,fixation,1
1958.333,553.125,337.488,3.309,True,,fixation,fixation,1
1966.667,554.939,336.809,3.417,True,,fixation,fixation,1
1975.0,559.215,335.324,3.249,True,,fixation,fixation,1
1983.333,564.156,336.2,3.334,True,,fixation,fixation,1
1991.667,566.542,331.69,3.32,True,,fixation,fixation,1
2000.0,560.024,335.187,3.204,True,,fixation,fixation,1
2008.333,561.747,335.916,3.411,True,,fixation,fixation,1
2016.667,570.199,335.483,3.373,True,,fixation,fixation,1
2025.0,561.265,336.467,3.342,True,,fixation,fixation,1
2033.333,561.933,339.102,3.299,True,,fixation,fixation,1
2041.667,569.505,337.392,3.368,True,,fixation,fixation,1
2050.0,548.754,335.971,3.291,True,,fixation,fixation,1
2058.333,562.872,338.628,3.419,True,,fixation,fixation,1
2066.667,559.168,335.795,3.376,True,,fixation,fixation,1
2075.0,549.51,334.807,3.317,True,,fixation,fixation,1
2083.333,562.604,334.742,3.395,True,,fixation,fixation,1
2091.667,559.036,338.352,3.483,True,,fixation,fixation,1
2100.0,567.79,338.605,3.419,True,,fixation,fixation,1
2108.333,558.17,333.881,3.299,True,,fixation,fixation,1
2116.667,560.979,340.052,3.306,True,,fixation,fixation,1
2125.0,562.343,332.57,3.277,True,,fixation,fixation,1
2133.333,564.288,334.112,3.307,True,,fixation,fixation,1
2141.667,569.877,336.19,3.347,True,,fixation,fixation,1
2150.0,558.852,337.142,3.308,True,,fixation,fixation,1
2158.333,560.287,338.988,3.331,True,,fixation,fixation,1
2166.667,548.106,334.199,3.396,True,,fixation,fixation,1
2175.0,565.604,337.0,3.436,True,,fixation,fixation,1
2183.333,554.802,339.517,3.363,True,,fixation,fixation,1
2191.667,563.38,328.134,3.404,True,,fixation,fixation,1
2200.0,561.165,341.248,3.361,True,,fixation,fixation,1
2208.333,555.133,333.791,3.374,True,,fixation,fixation,1
2216.667,561.539,334.256,3.286,True,,fixation,fixation,1
2225.0,567.58,335.344,3.346,True,,fixation,fixation,1
2233.333,557.333,339.846,3.417,True,,fixation,fixation,1
2241.667,554.892,335.789,3.295,True,,fixation,fixation,1
2250.0,569.272,337.219,3.333,True,,fixation,fixation,1
2258.333,558.313,337.496,3.335,True,,fixation,fixation,1
2266.667,567.713,333.453,3.276,True,,fixation,fixation,1
2275.0,567.052,334.829,3.435,True,,fixation,fixation,1
2283.333,564.399,332.265,3.313,True,,fixation,fixation,1
2291.667,560.247,335.394,3.368,True,,fixation,fixation,1
2300.0,556.938,335.766,3.41,True,,fixation,fixation,1
2308.333,566.665,333.827,3.336,True,,fixation,fixation,1
2316.667,559.366,332.288,3.406,True,,fixation,fixation,1
2325.0,562.824,337.434,3.343,True,,fixation,fixation,1
2333.333,564.352,338.649,3.42,True,,fixation,fixation,1
2341.667,559.15,336.961,3.327,True,,fixation,fixation,1
2350.0,558.385,338.699,3.353,True,,fixation,fixation,1
2358.333,559.232,337.659,3.39,True,,fixation,fixation,1
2366.667,556.229,334.219,3.393,True,,fixation,fixation,1
2375.0,562.63,335.424,3.422,True,,fixation,fixation,1
2383.333,559.504,330.689,3.302,True,,fixation,fixation,1
2391.667,552.626,339.15,3.38,True,,fixation,fixation,1
2400.0,560.594,329.627,3.261,True,,fixation,fixation,1
2408.333,559.246,331.104,3.407,True,,fixation,fixation,1
2416.667,559.485,335.606,3.346,True,,fixation,fixation,1
2425.0,555.249,333.131,3.236,True,,fixation,fixation,1
2433.333,560.117,337.117,3.336,True,,fixation,fixation,1
2441.667,558.587,333.415,3.365,True,,fixation,fixation,1
2450.0,547.743,332.963,3.31,True,,fixation,fixation,1
2458.333,557.458,336.599,3.338,True,,fixation,fixation,1
2466.667,560.777,339.426,3.432,True,,fixation,fixation,1
2475.0,563.238,339.434,3.454,True,,fixation,fixation,1
2483.333,561.852,332.155,3.41,True,,fixation,fixation,1
2491.667,555.025,341.12,3.454,True,,fixation,fixation,1
2500.0,557.409,332.976,3.309,True,,fixation,fixation,1
2508.333,559.675,339.523,3.276,True,,fixation,fixation,1
2516.667,564.41,330.308,3.423,True,,fixation,fixation,1
2525.0,559.69,336.549,3.344,True,,fixation,fixation,1
2533.333,564.679,337.021,3.451,True,,fixation,fixation,1
2541.667,551.119,333.511,3.269,True,,fixation,fixation,1
2550.0,626.667,344.0,3.372,True,,saccade,saccade,1
2558.333,693.333,352.0,3.299,True,,saccade,saccade,1
2566.667,760.0,360.0,3.423,True,,saccade,saccade,1
2575.0,760.459,363.36,3.292,True,response_A,fixation,fixation,1
2583.333,760.982,361.717,3.308,True,,fixation,fixation,1
2591.667,758.861,364.283,3.426,True,,fixation,fixation,1
2600.0,762.895,365.421,3.233,True,,fixation,fixation,1
2608.333,761.456,358.951,3.435,True,,fixation,fixation,1
2616.667,765.549,363.216,3.314,True,,fixation,fixation,1
2625.0,762.808,362.971,3.428,True,,fixation,fixation,1
2633.333,755.368,358.121,3.365,True,,fixation,fixation,1
2641.667,766.974,361.706,3.433,True,,fixation,fixation,1
2650.0,750.238,359.253,3.38,True,,fixation,fixation,1
2658.333,761.348,354.799,3.416,True,,fixation,fixation,1
2666.667,761.727,358.717,3.422,True,,fixation,fixation,1
2675.0,751.354,358.594,3.403,True,,fixation,fixation,1
2683.333,761.88,359.382,3.341,True,,fixation,fixation,1
2691.667,758.832,362.385,3.332,True,,fixation,fixation,1
2700.0,763.39,354.261,3.424,True,,fixation,fixation,1
2708.333,772.208,361.374,3.345,True,,fixation,fixation,1
2716.667,757.325,361.924,3.311,True,,fixation,fixation,1
2725.0,755.906,354.146,3.365,True,,fixation,fixation,1
2733.333,758.546,359.351,3.35,True,,fixation,fixation,1
2741.667,756.459,360.515,3.285,True,,fixation,fixation,1
2750.0,759.423,359.226,3.248,True,,fixation,fixation,1
2758.333,753.94,358.371,3.316,True,,fixation,fixation,1
2766.667,761.296,358.886,3.347,True,,fixation,fixation,1
2775.0,757.956,352.877,3.343,True,,fixation,fixation,1
2783.333,755.789,359.56,3.304,True,,fixation,fixation,1
2791.667,763.278,359.874,3.392,True,,fixation,fixation,1
2800.0,763.907,358.442,3.399,True,,fixation,fixation,1
2808.333,761.144,357.091,3.343,True,,fixation,fixation,1
2816.667,760.47,363.492,3.329,True,,fixation,fixation,1
2825.0,767.854,362.117,3.223,True,,fixation,fixation,1
2833.333,754.822,361.613,3.263,True,,fixation,fixation,1
2841.667,762.381,363.802,3.334,True,,fixation,fixation,1
2850.0,767.038,363.641,3.347,True,,fixation,fixation,1
2858.333,759.833,360.498,3.377,True,,fixation,fixation,1
2866.667,752.213,359.601,3.25,True,,fixation,fixation,1
2875.0,758.274,359.397,3.241,True,,fixation,fixation,1
2883.333,753.682,358.905,3.48,True,,fixation,fixation,1
2891.667,753.066,360.343,3.296,True,,fixation,fixation,1
